"","SA","cancer","type"
"300d7f74-a627-4738-91a9-62778d98c5ad",0.395338377840702,"BRCA","tumor"
"37cc38b2-2c87-4add-b8c7-a0d2343448ad",0.401144462955132,"BRCA","tumor"
"239193df-c80b-407a-b5b9-c7e637cf49ad",0.380062984558293,"BRCA","tumor"
"c9f99b05-b169-47e5-94cd-545644fe78ad",0.40318852839801,"BRCA","tumor"
"703e4f05-de97-44e1-b978-48a8dd03b9ad",0.38640649719874,"BRCA","tumor"
"3d5e28a0-5c13-4049-8bf1-3ff107dd0dae",0.0589502721336685,"BRCA","tumor"
"839d7d71-2360-4d8b-a935-67eebc2f92ae",0.0331106224219323,"BRCA","tumor"
"3d635708-c72f-44c2-84e1-036cb2ddbfaf",0.0895089763126657,"BRCA","tumor"
"73835c8d-60bb-4001-80c6-2a7afd8709af",0.0878104477317188,"BRCA","tumor"
"ba3e03ef-663f-437a-beed-897a2fd80daf",0.0764956501135026,"BRCA","tumor"
"e0f3fe37-09bd-4be1-8ca9-ea1870f6f1b0",0.398460852033065,"BRCA","tumor"
"8379f24e-3bff-4c1b-bd4b-1e8bec4199b0",0.0961471168893318,"BRCA","tumor"
"10848c09-8257-426b-aab6-eedcab1274b1",0.107062029945884,"BRCA","tumor"
"c2e78287-f440-4bcb-b9dc-c8cda71760b1",0.393808792306847,"BRCA","tumor"
"72ef685a-00bb-42c5-bb4f-4cb52b798db2",0.0803442721580978,"BRCA","tumor"
"1dd762b5-653d-4516-8215-1ced908182b2",0.0321280301527417,"BRCA","tumor"
"41951aff-344c-4b10-935c-6dcdbb54c5b4",0.0297534197120608,"BRCA","tumor"
"479dca62-5053-4919-9d21-695298aa76b4",0.0423902391254257,"BRCA","tumor"
"1bc37328-9c24-40d3-bb7b-000e0f562cb5",0.0249749472380554,"BRCA","tumor"
"118b6525-67d8-4bf1-9b6b-6d22d52e06b6",0.0146562669663806,"BRCA","tumor"
"2ac38cda-108e-4553-893f-f36211922bb6",0.0955534196236731,"BRCA","tumor"
"d3e2d033-1203-4844-8559-aa34763d37b6",0.0867411313720557,"BRCA","tumor"
"f158d317-0800-492a-b47b-5b8e2052b3b6",0.0420262197166443,"BRCA","tumor"
"d9284565-a153-49d8-8e01-a90eca817db7",0.403812635491761,"BRCA","tumor"
"ae483bd4-01d6-4cdb-bb2c-1763a5101ab7",0.0996206246123268,"BRCA","tumor"
"bc7b5d4c-4668-4fba-99ab-88ce5ef041b7",0.37214747921018,"BRCA","tumor"
"db4d15e2-063b-4bdf-a410-f574b73509b9",0.0480448941711223,"BRCA","tumor"
"c559d965-1125-4cf6-8205-4286ab6aa3b9",0.103289240213588,"BRCA","tumor"
"6c837ca9-9e6e-4417-a540-99cd3740c5b9",0.391679467690626,"BRCA","tumor"
"d06d5373-6a1b-474c-9279-10fcb29f59ba",0.054713345924363,"BRCA","tumor"
"79a4ea16-b871-4932-b1f4-169004233cba",0.0748244691626973,"BRCA","tumor"
"9f6360e2-1df2-4459-9103-5073926e93ba",0.0786528467190508,"BRCA","tumor"
"6e218cc2-0437-4d31-8d22-7d15f63297bb",0.0622409607687607,"BRCA","tumor"
"37b29806-fbd6-432f-9a47-ce72bee3a5bb",0.351259525416169,"BRCA","tumor"
"1ba70680-0a89-4ee5-9a45-32eee0b36abc",0.0764821241748016,"BRCA","tumor"
"6e3cc012-2192-48b5-bd38-92ccda12a0bc",0.303772456040087,"BRCA","tumor"
"5c1bc8ce-63bc-4151-a9c7-7929d399eabe",0.093488099718817,"BRCA","tumor"
"5516dd59-3d95-4bc6-84e7-5719b1bbcabf",0.0126485799654993,"BRCA","tumor"
"aaa54a0c-f437-4e0e-ae39-977bebd517bf",0.0443634831105491,"BRCA","tumor"
"babd334d-8eeb-4cc1-af95-c024dcdbd3c1",0.0573522840253514,"BRCA","tumor"
"a426ab8d-d15c-42b9-bf81-a3ca7dbae8c1",0.0551652574326761,"BRCA","tumor"
"ba22d7e6-3e70-4a43-9dc1-59069b39e8c2",0.0148661540827187,"BRCA","tumor"
"71b02059-b87e-4288-b02e-6470d6a582c3",0.047010492654544,"BRCA","tumor"
"b0f7e58a-1ddb-4c59-bfcb-1227a29141c4",0.0464206473696215,"BRCA","tumor"
"eb3aa089-6c7a-4e61-8de3-2a59bca43cc4",0.112094750139679,"BRCA","tumor"
"1e87e8b3-e97f-4ff7-9531-efbbf0b1f3c5",0.0769066728264404,"BRCA","tumor"
"f39ff3e3-0636-4949-a0a1-9b6163158bc6",0.0331994610179702,"BRCA","tumor"
"385ccd40-d009-4185-86b8-a0fd28e5b4c7",0,"BRCA","tumor"
"b3ef58b8-6ab1-4101-9157-84b61953d5c7",0.0636750656113457,"BRCA","tumor"
"cc684aee-6d8a-4074-8474-1c4a48dbc8c7",0.0796890986475099,"BRCA","tumor"
"089285f7-560e-4952-8c71-8f0f01d655c9",0.0483249031225909,"BRCA","tumor"
"8e47d178-8309-4a01-9ba7-5a48615158ca",0.0792431121604138,"BRCA","tumor"
"9a756d11-4f93-4a52-9755-c338b21ccdca",0.0203518223014706,"BRCA","tumor"
"594d9a6e-ecf8-4fcd-aebe-de81c638fcca",0.0545144654571753,"BRCA","tumor"
"b5d1e2fc-ad5b-4bcc-aa60-0cb94fb09fca",0.0660395619598462,"BRCA","tumor"
"0299b03e-af72-49d9-ba5e-4620e69f6bcc",0.0820063804002703,"BRCA","tumor"
"2437a516-5312-409e-8679-b85bb60530cd",0.113393671484169,"BRCA","tumor"
"f4a7b03f-d692-4f5f-8401-400b430b17cd",0.0741302521953178,"BRCA","tumor"
"4ea1b1d3-dd62-4991-9119-88c00c6b83cd",0.266891054743101,"BRCA","tumor"
"c3916163-fdc5-4048-9ac4-bf3de91091ce",0.149549439062096,"BRCA","tumor"
"2c2f376a-2aa7-4c45-9056-b612707c3fcf",0.011045811927222,"BRCA","tumor"
"dfcd07c7-f409-4e6f-9773-e048355999cf",0.0600916763692407,"BRCA","tumor"
"7abfbcc7-5756-4ef7-8ebf-3345488d21d1",0.105851662576131,"BRCA","tumor"
"a11f6487-644d-42a2-9f68-e773e71e58d1",0.049209967236544,"BRCA","tumor"
"fef6e287-8f0d-455b-ba19-7c48c2c583d2",0.412698048214748,"BRCA","tumor"
"b5eea321-4e76-4fcc-831e-e03e9c5789d2",0.343354205045888,"BRCA","tumor"
"1324d8a4-b51a-49aa-b376-e70ce72fc0d3",0.0901331541981903,"BRCA","tumor"
"8782807a-e8ee-4469-afee-966224f6fdd4",0.0310475453228837,"BRCA","tumor"
"d2a8a061-6190-42ae-92eb-a145d319edd4",0.0212725835545107,"BRCA","tumor"
"d79925a7-9171-4fb1-a898-9598ca0b58d4",0.139620635163629,"BRCA","tumor"
"71b6caef-331d-4331-a42b-4f83dca777d5",0.092621087745126,"BRCA","tumor"
"fd1bc717-18d7-47af-820d-7a8c6fdd4ed5",0.0670714776201033,"BRCA","tumor"
"a3099c9a-ed73-44f5-ad88-14ae01373ad6",0.0831283237668908,"BRCA","tumor"
"681da261-2611-42bd-927d-9cdbb72baad6",0.032538186898551,"BRCA","tumor"
"cd86eeaf-d99b-4bd6-96cc-c44a4263cdd7",0.131739366785154,"BRCA","tumor"
"073c074d-a9df-4547-9bfa-1f46c27650d7",0.0154725268657385,"BRCA","tumor"
"55a3afe4-8f9f-4faf-92f1-d15a9a562dd8",0.042529911886786,"BRCA","tumor"
"0f4e859a-50be-454e-9631-7aa4e18827d9",0.497504072691166,"BRCA","tumor"
"2f42c2ad-bda3-4f1a-b8e5-2d15df2a2dd9",0,"BRCA","tumor"
"28170eed-5efc-43b5-bfd8-d71e1b8937db",0.411078288695365,"BRCA","tumor"
"617f05ae-0af2-48c2-b093-090b3bf51cdb",0.26631325808736,"BRCA","tumor"
"1e3b860b-e8bc-4f88-9c52-c982add3b2db",0.337097918897346,"BRCA","tumor"
"3092736f-4661-4e1f-94d5-666e795017db",0.540662914852346,"BRCA","tumor"
"e15d9e11-5529-4b5e-996d-cd2973bc53dd",0.0242302399846279,"BRCA","tumor"
"e9e6b5eb-d474-465d-ba5d-3fda6f7179de",0.0346260107620207,"BRCA","tumor"
"39bf9fe5-0385-44cd-a45e-29d432784bde",0.0518656931103396,"BRCA","tumor"
"5742ea72-ed77-4a67-9bae-f3a3d5eb96de",0.37224285711772,"BRCA","tumor"
"27e40510-f244-482e-983f-bbe4a2f85edf",0.0278079537508567,"BRCA","tumor"
"9c7554e5-aecc-4f41-9b1a-5f82541bb4df",0.0748291945429987,"BRCA","tumor"
"d27541fa-68eb-4066-a6b8-6abd49575fe1",0.109243123156218,"BRCA","tumor"
"1ab92ada-637e-4a42-a39a-70ceeea41ae3",0.0463309686411974,"BRCA","tumor"
"c91ab826-2d2d-492c-9b19-bdb8c8cf85e3",0.140154276035823,"BRCA","tumor"
"48943dd7-03cb-4136-a6e6-d84a382260e3",0.091841100663169,"BRCA","tumor"
"85380a2d-9951-4d4b-a2a4-6f5f2afc54e3",0.385124456488655,"BRCA","tumor"
"682c11e8-099c-466f-bc8a-b09a754205e3",0.42557936139965,"BRCA","tumor"
"9b8b57d6-c077-4b89-b1fc-b868c9ba3ee4",0.411393324024382,"BRCA","tumor"
"4ede70fe-c7cf-4caa-b180-01c5035ecee4",0.488500097561228,"BRCA","tumor"
"d63ffcfc-a31f-4281-ad8d-2fee7439abe4",0.0831639389865432,"BRCA","tumor"
"e09cd286-229e-4dca-9b8c-ca2340ae1fe5",0.110666223716143,"BRCA","tumor"
"eacf55b2-27dd-48e9-b56e-f1189328f1e5",0.0123409517641797,"BRCA","tumor"
"d47ce687-5215-4251-8df9-f4223f588de8",0.070247770357845,"BRCA","tumor"
"cf2e531c-2848-4ba7-8bae-3ff6d4dd5be8",0.0346560433135214,"BRCA","tumor"
"fa75cad0-cab6-464d-8fee-147706c3b6e9",0.0885553144049355,"BRCA","tumor"
"be81c2e7-25e7-4beb-8661-115b58cf41ea",0.09931738670851,"BRCA","tumor"
"05cd67df-cfb3-40d8-a787-3d09886291ea",0.348687428683693,"BRCA","tumor"
"0a4b2a06-3603-42f6-9e6d-e5595e86d1ea",0.0938787032867833,"BRCA","tumor"
"42c6e250-318f-4b76-825f-886a54e923ea",0.027933337270819,"BRCA","tumor"
"58758689-b392-46ee-bf47-47429727e7ea",1.57018750637367e-05,"BRCA","tumor"
"add7449b-340c-46fd-841c-414f967825eb",0.270992077059752,"BRCA","tumor"
"fcf73a86-e756-49fd-b3c6-84170665afeb",0.0936637269617856,"BRCA","tumor"
"0bfb942b-b137-463c-82f2-fb5737f0e4ec",0.0937610794779175,"BRCA","tumor"
"673dc7c6-2d80-49fc-b6c3-531e7e045aec",0.0202186597122835,"BRCA","tumor"
"cc4c52a7-57d4-4959-abfb-8ed3b1ba4ded",0.0436405935252177,"BRCA","tumor"
"4909afed-792e-4daf-b002-b47b5b28c7ed",5.21124936725694e-05,"BRCA","tumor"
"06a9d232-2bb6-4191-a664-5b8afbda25ef",0.406647118255002,"BRCA","tumor"
"726c25f1-9651-4d3b-8117-737225b449ef",0.395194472893863,"BRCA","tumor"
"e08283ca-68e0-4171-b8b9-51aee0b1e0ef",0.078721031146276,"BRCA","tumor"
"7f67565b-180e-4491-9b8f-8184dc4e53f2",0.0184156720164281,"BRCA","tumor"
"8f30f0e6-ce60-480f-b69d-8cd9655ba6f2",0.379346663169491,"BRCA","tumor"
"f0037f68-8f20-4668-a8ab-ace38717cbf2",0.405060010091566,"BRCA","tumor"
"8cad119d-652e-4d43-bb99-49f90fe5cbf3",0.0621847991216261,"BRCA","tumor"
"6015ac2c-3f1c-4072-a8c4-bc40110152f3",0.371582259089488,"BRCA","tumor"
"61a5786a-1575-4f6d-8b96-75efc78410f3",0.0204184057148042,"BRCA","tumor"
"1bd3c6da-1de9-4dfa-b9da-a69c1840c8f4",0.0244058315506326,"BRCA","tumor"
"88cd8f3f-5158-4e98-aba0-1abffcea5ff5",0.101184966805228,"BRCA","tumor"
"192fa453-79d0-4167-8d27-bc3c07a664f5",0.0539378577686381,"BRCA","tumor"
"4e232d58-ed36-4f53-b5be-a9a7ad3b26f6",0.0165573118262116,"BRCA","tumor"
"09aa29e2-8d91-48de-832a-859e76bd82f6",0.378426488770595,"BRCA","tumor"
"b11d1d98-5a21-434d-bf20-4925315e38f7",0.415191825176581,"BRCA","tumor"
"6199b19a-7766-4a3a-8697-5d90799034f8",0.0102380825218774,"BRCA","tumor"
"ea81d034-0f2d-46e6-90fa-769c62b91ef8",0.410078702610533,"BRCA","tumor"
"13e5316e-1323-4018-b21e-10671d1ca7f9",0.107899579956235,"BRCA","tumor"
"d59ae55d-eb0f-40a8-ac23-5f14d3bb3df9",0.365235757754749,"BRCA","tumor"
"0eecc108-eaa0-4723-8342-ddc7f91710f9",0.107385714585901,"BRCA","tumor"
"599b0d4c-62d4-48cd-a93c-1dd1fe85abfa",0.0872225681864511,"BRCA","tumor"
"08962894-8a7d-4bf0-a562-5cdfba7e72fb",0.0195084965081481,"BRCA","tumor"
"4ce2bb39-0f4f-4cc8-b3b0-5cba38ba6afc",0.102360102872045,"BRCA","tumor"
"1701dfd9-74cd-4203-b2aa-b158932825fc",0.382431914813199,"BRCA","tumor"
"1542ed64-4a8c-44d2-aa6b-712b4145a1fd",0.0804958253216429,"BRCA","tumor"
"f339e949-a5a1-41d0-907a-d254bac5e0fe",0.118105629043309,"BRCA","tumor"
"1463039d-7953-4216-9e8b-97f681332eff",0.411046585218715,"BRCA","tumor"
"e26e2897-1b92-47a7-959c-53d6bfdd16ff",0.0247469885433895,"BRCA","tumor"
"6f3a1f44-002a-412a-9df2-27322253e0ff",0.0140496401112448,"BRCA","tumor"
"cc668ff4-1dc9-44bb-8858-1417e8809502",0.111970284169382,"BRCA","tumor"
"c705fa90-d9aa-4949-baca-1c022a14cb03",0.382888546024872,"BRCA","tumor"
"03e71bd3-8fc7-4f34-96e7-b0e3a9ac4b05",0.00962544938318222,"BRCA","tumor"
"05127463-a69a-42b3-9635-575a08eb980a",0.10131493382955,"BRCA","tumor"
"70939556-123f-45c0-b55f-4843adad8811",0.0343216941591008,"BRCA","tumor"
"a6e7a318-eaa0-4ac3-8cdd-54efbcc59113",0.0447813058534498,"BRCA","tumor"
"8bb1342a-2fed-4cba-ad61-5290a05ab615",0.045046851526376,"BRCA","tumor"
"82cd07ff-7566-4360-8210-eb17ecb7591a",0.0607077333554006,"BRCA","tumor"
"6c677ecd-cc01-4b66-badb-0779b7274b20",0.0431569364858645,"BRCA","tumor"
"8cf5a2c0-93cb-40bb-8b7c-d07dcd830a20",0.365877776480908,"BRCA","tumor"
"56e9187b-cc61-4553-8976-96dd64e21226",0.0922279585915093,"BRCA","tumor"
"f265488f-7ebf-4be3-90fb-178543d05a28",0.0271066648971786,"BRCA","tumor"
"7dd62104-6535-4900-9865-de45a287372d",0.0882109868241639,"BRCA","tumor"
"e0b3c5d3-a6b3-4516-97e4-ae8796c8b12f",0.0143448184843052,"BRCA","tumor"
"39ceff6e-a829-49b2-a5a0-895cac8be530",0.0191962089375437,"BRCA","tumor"
"e2a25905-7c92-4e43-81c0-d09268014334",0.367195386917889,"BRCA","tumor"
"a8304bf0-ec4e-41c2-8fc8-90949c7a4f38",0.0201949486555172,"BRCA","tumor"
"c4ec541d-8bea-4b1d-8e7d-83b04e349944",0.282922300066901,"BRCA","tumor"
"35e082f4-aa88-4b71-a9ee-19bd7e4d4847",0.0414277406117309,"BRCA","tumor"
"90db18fe-20cc-4241-b66a-eaa3d5391d4a",0.0870782685432597,"BRCA","tumor"
"0027045b-9ed6-45af-a68e-f55037b5184c",0.0206493316971081,"BRCA","tumor"
"775d6b64-4d07-4afb-b227-38ffbd154b4f",0.0791057377975569,"BRCA","tumor"
"34ac430e-2cbf-4047-9a9c-210e7ae24f55",0.106675990992253,"BRCA","tumor"
"8bf7c878-5dfb-4531-ae33-571bb424d359",0.0780684295049434,"BRCA","tumor"
"cc7ddd96-a901-4a85-8869-0c7be002ae5d",0.0824146381531899,"BRCA","tumor"
"8731f05e-b6af-4930-97dd-6c933dc91361",0.0444873697731268,"BRCA","tumor"
"0357e675-f83e-4aa6-9205-c72c0614a661",0.0800329285367831,"BRCA","tumor"
"8ff6b0ab-c03c-4a06-a851-ebb4b0ffb769",0.0730048561320257,"BRCA","tumor"
"a004bafc-36be-4084-8ae6-0094194f9c6a",0.41178060669659,"BRCA","tumor"
"37b9f568-aaf0-44b4-92bf-6e257ee6f06b",0.0861204268302246,"BRCA","tumor"
"da35f73e-1856-41b6-994e-76919556c971",0.39848336711442,"BRCA","tumor"
"611393af-bc85-47f5-b66b-e3ef9941fc73",0.00127402983618553,"BRCA","tumor"
"6f0df420-9ba6-48d7-91a0-7aa2cc5b5e80",0.0830926938017648,"BRCA","tumor"
"ceb674a6-b8ae-4245-af6e-83030d514b84",0.387571845342578,"BRCA","tumor"
"21ae315a-a823-40c4-8145-ff5260af3084",0.0288296947596665,"BRCA","tumor"
"ebcf23a5-5f34-4434-9619-a4c864ece28b",0.110158842625166,"BRCA","tumor"
"bb5a5553-b4f9-4c63-b9b3-22a928250c97",0.0156894842632963,"BRCA","tumor"
"f5303c4b-7008-44af-8d22-0ba38750dea2",0.0822201742080423,"BRCA","tumor"
"cf1267f2-a3e9-446a-ae7f-9c8b9fd67ca5",0.0673071440650766,"BRCA","tumor"
"fa4cc864-9edd-4843-88f0-956aaecb53b8",0.0112039710911325,"BRCA","tumor"
"997b8112-5484-49ca-bf3d-7aa6cd2fb8bc",0.0157336233433669,"BRCA","tumor"
"79253a9a-6ebf-490c-b976-505880669cc2",0.0827419684018034,"BRCA","tumor"
"555ed952-dc2b-4c08-8afb-40c386aa5cc7",0.0133445661167975,"BRCA","tumor"
"0d9269dd-b733-4f3f-93d4-58d6d51cface",0.389876697065097,"BRCA","tumor"
"cb6fc77b-63da-4372-869b-8e46c263a3d5",0,"BRCA","tumor"
"5b046939-1d30-44cb-998e-5c95716a70d8",0,"BRCA","tumor"
"788e4f7f-7641-461a-b6d5-65f76c2fa4dc",0.066604964888594,"BRCA","tumor"
"0fea9d2b-08ce-47c6-b097-a7191eaaffdf",0.410183481782614,"BRCA","tumor"
"db1b68b0-dc0a-48a5-8acb-4cd45ea186e2",0.370757700601085,"BRCA","tumor"
"8fff7fb0-88c8-4b49-a0cd-a7c0756090e8",0.0927001554449303,"BRCA","tumor"
"456dadea-0262-488f-8af9-63ca86c8a9f7",0.0473565479979828,"BRCA","tumor"
"d84bdfd1-33e0-46b9-8895-7d06a2d5e7f9",0.0637168000620007,"BRCA","tumor"
"5b2072ee-b856-45c4-9c14-449654a40600",0.451296295465849,"BRCA","tumor"
"49e91d8f-37a3-4b7b-8062-d3ca8f561d01",0.30285801012263,"BRCA","tumor"
"02d1c342-bc77-49cc-a039-39a961521602",0.388860587964377,"BRCA","tumor"
"f7b7f7e8-612f-46d4-bf4a-63befa5acb04",0.129563414945399,"BRCA","tumor"
"808c3b2a-4b4d-49e6-b60e-2e05f7e9ca04",0.404131675509546,"BRCA","tumor"
"3c73d820-4cb0-4c21-9a79-aad1bf406706",0.0907396497260324,"BRCA","tumor"
"f6d722b6-2590-4695-814c-0830ef0d9b06",0.0776771225183641,"BRCA","tumor"
"aeb7ccc8-cb30-4640-8995-e12113160e08",0.396189116041495,"BRCA","tumor"
"732decd2-bfaf-409d-ae30-efc76c195e08",0.110334457522836,"BRCA","tumor"
"7804f23a-10f9-4ac1-a0fa-b1370fc68c09",0.0284508266976593,"BRCA","tumor"
"d08b9d87-7327-4d2c-8b10-8a3973b99209",0.0121800333963256,"BRCA","tumor"
"e61e01b8-3719-4ae2-a906-8d963eaad309",0.0828808854832617,"BRCA","tumor"
"14b4bcfa-5b10-4aed-ab47-edf73b252d0b",0.0200852577997301,"BRCA","tumor"
"0273b169-68db-41f4-907b-bdb54f064a0c",0.0544893793831425,"BRCA","tumor"
"a1b022cb-ca4a-4122-9668-92740016e10c",0.0842051521732707,"BRCA","tumor"
"3d3453a8-9260-4bd0-a4e6-a21feabc750c",0.088561123046012,"BRCA","tumor"
"a03bda91-0936-4c67-9508-4903f84c980f",0.0689425391845808,"BRCA","tumor"
"ace4837a-dd3a-4668-a67a-d7ba9b51980f",0,"BRCA","tumor"
"26c483c5-c691-4756-87cd-30108ff3e90f",0.0459085303657385,"BRCA","tumor"
"58305698-457f-4e9d-a27d-7b8f98491411",0.0339856029821031,"BRCA","tumor"
"d021a258-8713-4383-9dca-45e2f54a0411",0.359749528756314,"BRCA","tumor"
"f1b395cb-70e2-420e-9e15-1afd66eabe12",0.391228973869439,"BRCA","tumor"
"419d0065-52aa-4340-9fdd-9b2b15f44412",0.0763857233052849,"BRCA","tumor"
"7dc36399-268a-4388-ada7-4a56ea3f0712",0.0886718433251443,"BRCA","tumor"
"049dd36f-6e0f-4693-a8fa-5f4042156612",0.0856167811036503,"BRCA","tumor"
"016952d0-ae1b-4467-8250-fa799e757814",0.0963013457154076,"BRCA","tumor"
"0a71c7b0-ef68-466e-b294-b2f52ed79c14",0.0803229375573915,"BRCA","tumor"
"af7561da-6f36-4509-bfed-4df29e489315",0.0314253976465056,"BRCA","tumor"
"f5f7b591-062d-4ff0-ab68-73d678574318",0.138647889418968,"BRCA","tumor"
"dcd49265-d7bb-482f-b1da-d5d4098e9f1a",0.0702312036348272,"BRCA","tumor"
"56338cf6-8216-4cec-9a81-bf01d543591d",0,"BRCA","tumor"
"4ef663a1-721e-4417-89b4-f201c2c3901d",0.0672876043882178,"BRCA","tumor"
"b506ab36-78b0-4b0e-b6e4-e241bba4961d",0.102594288947038,"BRCA","tumor"
"b749ab2f-23d0-4d79-b35e-f17daa62091e",0.115224434375048,"BRCA","tumor"
"dc8f9745-b45d-4fc7-9bb8-9733a33de41f",0.0968882149685617,"BRCA","tumor"
"86bcff5a-f4d4-43d3-810b-1b32832e541f",0.0275781151689866,"BRCA","tumor"
"6a193b2e-ea8d-4cbe-8eae-b2486e65c920",0.047463210080235,"BRCA","tumor"
"a0b6932b-d530-4b47-b1f5-b8429a3d3d22",0.391156820067773,"BRCA","tumor"
"190129a6-ba80-4728-9638-9e2e1bb7b422",0.128133106819803,"BRCA","tumor"
"b5f328db-3d7d-4b9a-a5e1-639f07865f23",0.280315881666949,"BRCA","tumor"
"3cc6581c-57dc-431b-a699-a479a3fa3823",0.404300118102382,"BRCA","tumor"
"79807938-a28e-4f9f-ae07-ee97778f5424",0,"BRCA","tumor"
"26876e4f-dbf2-42ed-8fc4-62529029c826",0.0155556405673608,"BRCA","tumor"
"8a082588-a4f5-4cf4-8a61-fb1a13582026",0.390183120572082,"BRCA","tumor"
"70bea149-3cb1-4b6b-9b3a-84c6eb88972c",0.0881895976475223,"BRCA","tumor"
"1874e6bb-c86a-4eca-b16d-58dd5dbdb82c",0.39437013945404,"BRCA","tumor"
"464746f6-2c7a-4969-859a-77830222752d",0.391381234260391,"BRCA","tumor"
"a685febf-4cb8-4eaa-8fc8-859f97fb7f2d",0.026466361521482,"BRCA","tumor"
"a33b2f42-6ec6-4fb2-8be5-542407a0382e",0.0440298497804248,"BRCA","tumor"
"1d6b448c-1d01-4a8c-8417-b094ec2d562e",0.0162555043204244,"BRCA","tumor"
"8b948ed4-41e9-4441-9609-adaf4d3a102e",0.393531285690218,"BRCA","tumor"
"5d84f068-72eb-44aa-ad9d-6f8eaa4a8a32",0.0670619533348966,"BRCA","tumor"
"118d1959-5b7b-4d2c-9e9f-970613f0e133",0.0555294103187869,"BRCA","tumor"
"21821b38-6786-4078-9918-ec0e877c1533",0.371277744523734,"BRCA","tumor"
"9d241e1b-2375-486a-ae6c-fba936cf5734",0.0770693807609397,"BRCA","tumor"
"8b3b9337-038a-4385-af58-d285a3706234",0.0145981582495552,"BRCA","tumor"
"150feeb1-7643-4b1c-a77c-cfd97d301d37",0.0253136684276767,"BRCA","tumor"
"d8e7120b-a46c-4581-a4d5-b8c25857bd37",0.0203804175096494,"BRCA","tumor"
"8236a77b-e07e-4859-86c4-c154f706c239",0.0952530816422035,"BRCA","tumor"
"48bd0e00-be54-47a2-9aed-73c0c863fd39",0.409207618203117,"BRCA","tumor"
"8f055354-92f2-4d3e-b47b-d17aac07f93a",0.0627016965022336,"BRCA","tumor"
"04a48065-ea14-4c82-82df-b7784d70193a",0.0757166671038544,"BRCA","tumor"
"27c0eebe-589f-41d9-8bf7-c7da0ed87a3b",0.0651364573800715,"BRCA","tumor"
"023cb548-c867-4c61-882d-df26e12dc73b",0.0276493644046144,"BRCA","tumor"
"8b76dba5-6848-499e-9fb3-611dff72123c",0.0819822985624454,"BRCA","tumor"
"58fb7633-df82-406f-b4cb-277be8de003d",0.1367096140428,"BRCA","tumor"
"f26e9388-145f-4c86-bf5b-5dfefae6f43d",0.0759018747891852,"BRCA","tumor"
"ecdaf208-d5e1-44b3-a181-cee1d9440e40",0.102807374785734,"BRCA","tumor"
"e1d2bac2-664c-4e09-b008-b879aab76841",0.0666090672708229,"BRCA","tumor"
"7bb7891b-0697-466a-a003-4f9e06358d41",0.0607245675124468,"BRCA","tumor"
"775e9758-cba2-4b87-844a-120e56fe2141",0.000407538276773662,"BRCA","tumor"
"de5d6071-f5f3-4d8d-be76-a49d92014641",0.417612470864883,"BRCA","tumor"
"b614cf54-cecf-44c1-813e-6b036b071d41",0.121747596176912,"BRCA","tumor"
"a0a07f44-c51b-420c-92e8-65f464db0442",0.0075553423303402,"BRCA","tumor"
"16b2f770-0357-4de9-b0bf-7c546b169042",0.0992720971700675,"BRCA","tumor"
"24e09ef7-b902-4624-a7fa-1b649e3ec142",0.0942625272506684,"BRCA","tumor"
"76376038-5810-476b-831f-9bb938941243",0.154770141089788,"BRCA","tumor"
"bcc79c0a-f4d6-48fd-aa37-4e0d1017f443",0.0143829589690831,"BRCA","tumor"
"17899f0b-76dd-48ef-893e-c7e95118b243",0.018788086922054,"BRCA","tumor"
"47129fda-ac0c-422f-b7e3-f293cd1c5443",0.0523245599679241,"BRCA","tumor"
"e959e8bd-d13c-43c2-840b-8e19211eb643",0.123307150294786,"BRCA","tumor"
"ce80ac41-e93c-4aeb-a3fe-ae7c7806b545",0.0795314119849058,"BRCA","tumor"
"d330b86e-5373-49b2-87c6-dc5ed2021b45",0.131295492081559,"BRCA","tumor"
"29635f4d-3149-49bc-b960-ff863d10f747",0.0325173289234912,"BRCA","tumor"
"9972daf9-73b0-41b3-9de3-da946e65e347",0.37543709134059,"BRCA","tumor"
"9807dfab-fccb-437c-8ec1-f3a670b24947",0.0732967802379688,"BRCA","tumor"
"16326873-7589-4840-ba46-6b2995e2dd4a",0.0133638664235887,"BRCA","tumor"
"60c90f17-b6c5-4a39-b4ec-a74c669b484b",0.00997868761624683,"BRCA","tumor"
"04d86cf5-1b75-440b-9dc1-9b5bb2471c4c",0.09023347465705,"BRCA","tumor"
"0a858ad7-1c4a-41a0-9747-97c108cb074e",0.376915551784629,"BRCA","tumor"
"7ebc9015-6907-4467-9468-bc1b57c9b24e",0.0300899812886583,"BRCA","tumor"
"bea15d17-963a-413e-80ed-828edb735550",0.085865607409192,"BRCA","tumor"
"e9a9b482-a15b-493b-891c-387e2f327751",0.0639610084762146,"BRCA","tumor"
"b8de7c7f-5de1-45b9-948d-cf5df3850551",0.0362046426402935,"BRCA","tumor"
"faa284cf-abd4-4405-b847-ad06672bf451",0.0257646547709034,"BRCA","tumor"
"6f54f9c0-5687-4a07-bf75-b506752b4a52",0.0625612851751541,"BRCA","tumor"
"d671e954-4cac-4449-8eb1-163e478fe052",0.0876268621970617,"BRCA","tumor"
"54f8f899-df83-42dd-bbf4-51d7583e5652",0.0442443720342757,"BRCA","tumor"
"508c73d0-3a7e-47e6-934c-2cc68e00ed53",0.0396620547947934,"BRCA","tumor"
